,SystemName,1.1.1,1.1.2,1.1.3,1.2.1,1.2.2,1.2.3,1.3.1,1.3.2,1.3.3,1.4.1,1.4.2,1.4.3,1.5.1,1.5.2,1.5.3,1.6.1,1.6.2,1.6.3,1.7.1,1.7.2,1.7.3,1.8.1,1.8.2,1.8.3,1.9.1,1.9.2,1.9.3,Result
768,System-26_14,21,27,24,21,21,22,22,24,24,29,26,22,26,21,27,29,21,29,20,26,24,27,29,26,24,26,23,0
769,System-26_15,26,20,26,27,22,24,23,25,22,25,21,23,27,27,28,21,26,24,27,24,29,22,27,29,26,24,26,0
770,System-26_16,23,24,25,22,25,28,27,25,25,27,24,25,24,20,20,22,27,26,28,20,21,26,25,21,27,29,26,0
771,System-26_17,26,26,22,25,20,27,24,24,24,20,22,26,28,27,24,25,24,23,27,25,22,28,20,24,25,29,24,0
772,System-26_18,24,25,24,27,28,26,26,26,25,21,20,25,29,29,25,27,27,22,25,29,20,23,20,20,20,26,24,0
773,System-26_19,21,26,20,29,27,27,20,27,28,28,29,25,21,21,26,21,24,29,25,28,20,25,29,25,27,23,26,0
774,System-26_20,25,21,29,27,27,28,24,28,24,21,24,25,29,21,26,22,26,25,24,20,20,24,21,26,28,20,27,0
775,System-26_21,22,29,23,20,23,27,27,22,28,26,24,21,27,29,26,22,25,21,21,29,21,28,27,27,26,26,20,0
776,System-26_22,27,23,28,22,22,27,28,20,23,26,25,20,26,25,20,27,23,21,29,25,27,24,23,21,24,28,29,0
777,System-26_23,25,26,29,25,28,29,20,24,27,23,24,25,22,25,23,24,21,26,23,25,20,23,29,20,24,26,26,0
778,System-26_24,29,25,21,21,22,25,28,25,22,26,25,28,28,25,28,24,26,24,25,24,21,26,23,23,20,26,23,0
779,System-26_25,26,23,28,25,27,23,23,21,22,28,23,28,26,29,22,23,22,22,28,29,21,29,23,27,24,22,22,0
780,System-26_26,23,25,23,29,20,20,20,22,26,24,28,21,23,23,20,29,20,25,20,21,29,25,24,21,21,26,28,0
781,System-26_27,27,29,23,25,24,29,28,29,27,21,24,20,27,20,23,29,20,28,27,26,21,25,28,22,21,23,29,0
782,System-26_28,25,28,24,27,22,22,20,25,24,28,28,25,27,29,29,21,20,25,21,26,21,20,29,26,26,29,23,0
783,System-27_0,27,21,21,29,27,28,28,21,23,24,25,21,21,20,28,25,26,26,20,28,21,27,27,28,29,21,23,0
784,System-27_1,25,25,25,21,29,22,20,21,26,21,25,22,25,26,25,21,22,21,21,26,20,29,22,21,20,21,25,0
785,System-27_2,24,23,24,28,22,25,29,24,29,27,27,23,27,28,26,24,20,29,25,28,27,21,25,22,23,20,21,0
786,System-27_3,24,23,27,25,27,22,24,26,23,21,21,27,20,27,28,23,29,28,23,23,22,21,29,29,29,28,20,0
787,System-27_4,24,27,20,28,29,22,27,27,24,23,26,27,27,21,25,26,21,21,23,23,27,26,20,21,20,20,25,0
788,System-27_5,23,20,28,23,29,23,23,25,20,21,22,21,20,27,25,21,21,28,25,22,21,26,22,20,28,20,27,0
789,System-27_6,21,22,25,23,25,21,24,29,28,21,28,21,26,27,26,21,24,28,22,24,22,20,25,21,24,28,28,0
790,System-27_7,28,23,24,28,27,20,24,29,24,22,29,25,22,26,22,24,28,25,27,27,27,29,21,21,24,21,22,0
791,System-27_8,27,20,21,22,23,21,28,21,25,29,22,21,27,20,25,28,21,25,25,27,21,28,22,26,26,20,25,0
792,System-27_9,29,22,25,27,27,26,27,20,23,24,23,23,21,26,26,22,23,21,27,27,25,24,26,24,27,24,23,0
793,System-27_10,23,23,26,22,23,24,29,21,20,29,27,23,25,25,29,28,27,22,21,24,22,29,24,26,29,27,26,0
794,System-27_11,23,21,25,26,20,26,25,29,23,24,28,28,27,22,26,28,26,29,22,27,22,23,29,25,23,21,29,0
795,System-27_12,28,21,27,27,25,25,26,22,23,26,20,27,25,20,28,25,29,24,20,24,21,20,22,27,23,23,25,0
796,System-27_13,26,22,21,24,25,24,22,24,26,23,24,22,28,29,29,28,22,23,20,22,21,21,22,20,24,24,25,0
797,System-27_14,20,28,25,26,27,26,20,20,28,26,26,20,22,26,24,24,28,22,20,21,21,29,27,28,26,28,28,0
798,System-27_15,20,26,26,21,20,22,24,28,22,22,29,23,25,20,26,28,23,24,23,27,22,29,21,20,21,27,25,0
799,System-27_16,23,25,27,25,21,20,23,22,27,26,29,23,23,22,26,22,23,24,28,22,26,27,21,28,23,22,29,0
800,System-27_17,29,22,23,25,24,28,21,29,20,28,20,27,24,20,25,28,20,25,28,25,22,25,28,29,27,21,21,0
801,System-27_18,23,21,21,23,24,24,25,24,21,23,27,25,24,27,20,20,25,29,24,20,23,25,29,25,22,26,25,0
802,System-27_19,27,28,29,23,25,27,23,27,24,24,28,29,23,27,27,23,24,23,22,27,25,27,21,26,20,27,23,0
803,System-27_20,27,23,22,27,29,20,25,28,25,24,24,21,29,25,24,26,26,24,20,20,21,23,21,29,24,22,27,0
804,System-27_21,24,20,28,25,21,25,26,23,28,25,22,23,29,20,26,27,21,21,22,27,21,20,24,20,24,28,20,0
805,System-27_22,20,25,23,25,21,23,29,29,21,20,26,28,25,22,20,27,22,25,20,26,21,29,24,28,23,28,27,0
806,System-27_23,28,20,25,23,23,27,23,23,26,26,24,25,23,27,21,25,22,21,25,25,21,26,27,20,29,27,29,0
807,System-27_24,24,26,22,23,22,29,24,20,24,29,21,29,22,29,22,24,28,22,24,27,24,25,29,20,25,21,20,0
808,System-27_25,23,24,29,22,26,29,26,27,23,22,21,25,24,20,28,24,23,27,22,20,26,26,23,23,21,25,24,0
809,System-27_26,23,29,29,29,21,20,24,28,27,26,26,26,29,29,21,20,26,20,29,21,26,21,20,29,24,20,29,0
810,System-27_27,22,28,22,23,27,26,29,27,27,28,27,24,24,24,28,25,20,25,29,25,23,22,23,21,25,25,22,0
811,System-27_28,29,26,27,20,20,26,24,23,24,22,27,29,28,24,21,24,21,23,29,21,28,20,23,27,25,26,29,0
812,System-28_0,27,20,23,21,20,23,27,25,26,27,24,24,26,22,27,23,29,23,23,22,24,25,27,28,23,20,26,0
813,System-28_1,21,29,21,26,29,29,23,21,21,20,27,22,21,26,27,20,23,29,25,22,25,23,21,20,26,24,23,0
814,System-28_2,25,26,29,20,21,24,22,23,22,26,22,21,25,23,21,20,24,23,29,29,27,20,23,22,27,29,26,0
815,System-28_3,27,26,22,22,23,24,24,20,24,28,29,20,20,28,22,28,28,21,22,22,23,24,25,26,21,28,20,0
816,System-28_4,26,22,25,20,27,22,25,29,22,25,29,25,24,20,20,21,21,23,29,22,27,26,25,29,21,22,25,0
817,System-28_5,23,26,20,24,22,21,27,25,23,22,20,26,24,28,28,29,26,26,26,27,21,26,20,26,29,29,29,0
818,System-28_6,29,26,25,21,25,24,24,29,26,28,26,29,26,26,20,25,27,27,25,23,23,24,25,23,23,24,21,0
819,System-28_7,22,29,28,21,26,25,26,21,24,27,26,23,22,25,26,25,29,29,27,20,28,23,20,25,22,21,21,0
820,System-28_8,24,21,28,29,25,29,27,29,22,25,24,20,25,24,21,23,24,21,20,28,24,21,29,25,24,25,29,0
821,System-28_9,29,20,28,27,21,20,26,21,22,28,27,27,29,21,25,22,27,27,20,23,27,26,27,23,24,27,28,0
822,System-28_10,25,22,22,23,29,23,25,28,22,26,22,26,27,27,25,23,24,20,24,23,24,25,28,27,28,25,27,0
823,System-28_11,23,22,21,26,28,22,27,26,27,23,26,26,28,27,25,25,23,21,24,22,27,22,23,27,23,27,25,0
824,System-28_12,25,27,25,23,25,20,29,27,28,22,27,24,20,24,22,23,20,26,29,21,21,28,23,21,22,20,20,0
825,System-28_13,26,21,22,28,24,27,28,26,28,20,25,23,23,22,23,20,24,25,25,21,25,28,27,26,29,26,28,0
826,System-28_14,29,20,23,28,26,20,27,21,20,23,24,25,26,21,29,24,23,26,25,22,24,27,24,21,29,21,22,0
827,System-28_15,26,27,27,25,29,21,25,26,25,28,22,23,28,24,27,24,28,20,25,25,20,25,20,27,29,24,29,0
828,System-28_16,26,29,20,23,25,24,28,27,25,27,22,29,26,28,25,22,29,27,21,25,21,20,22,24,21,29,25,0
829,System-28_17,22,25,23,28,29,28,24,24,22,22,27,25,26,26,26,25,21,26,26,21,20,23,21,27,24,23,25,0
830,System-28_18,21,23,28,23,26,27,25,23,26,29,24,28,23,26,23,23,20,28,24,27,21,28,24,27,28,21,22,0
831,System-28_19,22,27,27,28,27,20,26,20,26,26,27,28,25,24,23,22,28,26,23,23,23,26,23,22,20,25,22,0
832,System-28_20,20,22,20,28,28,28,20,21,21,29,20,29,29,25,20,23,26,25,25,24,25,24,23,24,28,29,25,0
833,System-28_21,24,26,22,22,26,23,20,26,29,29,23,28,27,22,22,28,24,27,25,22,28,28,24,26,27,23,24,0
834,System-28_22,26,26,20,27,25,29,24,28,20,24,27,27,21,24,26,29,26,29,24,20,29,29,20,21,28,22,26,0
835,System-28_23,25,25,23,28,29,28,27,28,25,27,22,26,22,27,21,25,20,22,28,22,24,20,22,23,26,29,26,0
836,System-28_24,25,24,24,27,26,23,24,24,22,24,22,20,24,20,27,29,29,26,22,24,23,23,25,23,26,26,21,0
837,System-28_25,25,24,24,22,26,24,29,24,29,22,21,20,24,20,22,22,24,29,21,25,24,26,21,21,21,21,27,0
838,System-28_26,23,29,24,27,26,25,23,27,27,25,29,26,28,29,21,25,27,22,28,27,26,20,29,20,28,27,28,0
839,System-28_27,28,21,25,28,26,20,26,26,24,29,26,21,23,22,20,21,29,25,26,22,24,23,25,24,25,21,24,0
840,System-28_28,22,22,28,20,29,23,21,29,25,20,24,23,24,27,25,21,23,27,22,21,24,21,27,20,20,23,21,0
841,System-29_0,28,20,27,23,26,26,29,28,29,27,23,28,28,21,25,21,28,22,22,20,28,28,27,22,29,28,23,0
842,System-29_1,20,29,27,20,20,22,26,21,25,21,27,27,20,23,22,27,28,27,20,22,21,20,21,23,21,23,20,0
843,System-29_2,23,26,25,23,27,28,21,20,23,29,25,21,28,23,26,28,21,29,27,20,22,20,29,29,26,22,24,0
844,System-29_3,26,22,21,23,22,25,28,23,26,20,24,22,22,25,22,27,26,23,29,20,22,24,22,21,21,21,27,0
845,System-29_4,22,22,29,29,26,28,26,25,23,29,26,28,20,28,26,27,29,22,29,21,21,22,29,26,24,25,28,0
846,System-29_5,25,28,21,26,26,21,29,28,22,25,24,28,26,27,23,28,23,23,27,21,21,26,25,20,23,29,25,0
847,System-29_6,26,27,20,27,23,26,22,22,26,27,29,27,28,22,22,23,23,26,21,29,22,28,21,26,25,20,20,0
848,System-29_7,27,24,23,21,22,21,22,22,29,26,28,26,27,21,23,29,23,27,24,22,26,23,29,20,26,29,26,0
849,System-29_8,29,22,26,25,21,20,29,27,29,22,25,22,26,21,20,25,25,26,21,26,21,25,29,27,27,24,26,0
850,System-29_9,20,27,22,22,29,29,20,24,26,22,26,23,23,20,20,27,22,28,28,25,27,26,20,28,28,27,20,0
851,System-29_10,25,28,22,22,20,23,24,21,23,28,23,21,29,27,29,28,21,21,26,28,25,22,20,23,22,24,25,0
852,System-29_11,29,21,20,27,27,23,22,21,29,20,26,21,21,28,22,25,28,28,20,27,25,24,28,21,29,29,29,0
853,System-29_12,26,24,28,23,21,27,29,26,28,22,28,26,28,26,26,21,27,21,25,23,24,28,28,22,24,28,23,0
854,System-29_13,24,26,24,25,26,25,21,22,22,25,24,20,22,21,22,24,25,23,27,26,24,28,29,28,21,26,29,0
855,System-29_14,22,25,25,27,25,20,29,20,20,23,22,24,28,20,24,21,23,20,26,29,20,29,24,22,27,26,28,0
856,System-29_15,22,26,21,29,22,24,22,29,26,24,22,27,21,28,26,20,22,21,20,29,21,29,22,27,20,27,22,0
857,System-29_16,27,26,27,26,29,28,21,29,26,25,22,29,20,21,26,29,20,24,22,28,23,24,26,27,24,23,20,0
858,System-29_17,21,21,26,27,29,29,21,23,23,23,29,20,20,24,22,29,27,23,21,20,27,27,28,24,25,23,29,0
859,System-29_18,21,23,21,23,21,27,27,27,23,28,29,28,21,28,21,28,24,24,20,23,26,29,20,28,27,24,21,0
860,System-29_19,21,28,23,26,23,27,22,20,27,25,20,28,28,27,20,29,28,25,24,29,27,29,24,24,20,25,29,0
861,System-29_20,26,29,24,23,25,27,27,23,28,26,21,29,24,22,24,27,23,28,20,23,28,20,29,20,21,22,29,0
862,System-29_21,21,29,27,20,22,20,24,24,24,21,27,22,22,22,28,29,22,29,22,27,26,27,28,21,22,24,27,0
863,System-29_22,28,20,21,24,28,26,27,25,23,24,22,20,22,27,27,21,22,20,26,28,22,27,27,21,21,29,21,0
864,System-29_23,23,21,28,25,22,24,28,20,28,29,25,26,25,20,23,23,21,21,21,25,29,29,25,22,29,26,20,0
865,System-29_24,27,21,27,20,23,26,21,24,23,22,24,28,25,26,25,22,21,25,26,22,20,21,24,26,27,29,27,0
866,System-29_25,25,25,22,26,22,29,20,25,23,29,21,24,20,28,28,22,29,29,26,23,21,28,21,28,20,29,29,0
867,System-29_26,24,21,25,27,26,20,27,28,25,29,21,28,24,22,21,28,24,22,24,24,29,21,28,25,28,22,28,0
868,System-29_27,20,23,24,27,26,24,22,25,26,25,23,23,25,22,25,28,27,28,20,26,22,20,21,24,27,26,28,0
869,System-29_28,20,27,22,24,29,29,22,26,20,29,29,27,22,26,20,27,22,27,21,23,22,29,21,28,23,25,28,0
870,System-30_0,30,33,38,33,34,30,39,35,37,38,34,32,31,37,39,33,30,36,35,35,30,37,31,32,30,39,37,0
871,System-30_1,35,38,32,32,32,34,38,34,35,38,34,35,34,36,35,39,30,31,36,39,35,38,30,38,34,37,34,0
872,System-30_2,32,39,36,38,32,38,38,33,38,35,32,37,39,32,33,30,36,35,30,33,32,37,32,36,35,34,37,0
873,System-30_3,35,38,32,30,31,30,36,33,34,32,36,32,34,39,35,34,33,33,30,30,34,34,36,34,35,37,33,0
874,System-30_4,33,36,36,30,35,30,35,34,38,34,37,35,36,32,34,33,38,30,32,39,32,37,37,37,32,34,39,0
875,System-30_5,36,39,30,38,39,31,31,32,30,31,30,37,32,34,32,35,30,36,35,38,36,35,32,35,30,36,39,0
876,System-30_6,35,34,37,35,31,39,31,39,36,37,33,39,30,32,30,38,39,34,32,34,39,39,33,39,34,31,38,0
877,System-30_7,36,31,39,37,35,37,38,30,32,31,31,36,31,38,39,37,33,31,37,33,38,36,30,30,37,32,36,0
878,System-30_8,38,32,34,38,39,32,30,31,39,39,39,31,37,39,36,39,35,36,30,33,30,35,35,33,32,36,30,0
879,System-30_9,36,31,37,34,35,31,32,31,37,35,39,31,38,30,37,33,32,33,37,31,38,38,38,36,34,38,34,0
880,System-30_10,34,35,30,32,38,36,37,38,39,30,30,32,39,36,35,32,31,36,33,32,34,30,33,36,31,32,30,0
881,System-30_11,34,30,33,36,30,39,34,31,32,31,37,31,32,37,38,30,33,36,33,39,36,32,38,36,34,36,32,0
882,System-30_12,36,33,32,33,35,35,35,31,37,33,30,38,32,31,35,35,33,36,37,33,35,31,32,35,39,37,35,0
883,System-30_13,34,30,34,30,37,30,32,34,30,37,30,38,31,30,31,33,36,32,32,32,39,33,38,38,31,32,39,0
884,System-30_14,32,35,34,30,35,34,33,39,30,31,30,33,38,33,33,38,33,32,35,30,30,31,34,33,32,36,30,0
885,System-30_15,38,31,33,39,36,32,39,39,35,30,39,31,31,30,32,39,37,38,36,36,38,38,36,35,38,39,32,0
886,System-30_16,35,33,36,30,36,30,36,37,32,38,33,39,34,37,37,38,37,39,37,37,37,32,32,31,37,31,39,0
887,System-30_17,33,37,30,32,33,34,34,33,39,32,32,30,39,31,38,30,31,33,34,39,33,38,38,30,36,39,39,0
888,System-30_18,30,39,38,30,34,30,36,31,37,31,31,31,36,36,35,30,31,35,32,31,35,37,39,31,39,30,38,0
889,System-30_19,37,39,32,33,30,36,37,36,39,36,32,37,39,38,33,33,35,31,30,39,32,39,37,31,37,32,33,0
890,System-30_20,37,35,35,32,30,38,38,30,39,38,30,31,37,30,34,36,33,34,33,32,37,33,35,38,34,36,33,0
891,System-30_21,36,35,36,31,32,32,34,36,36,37,36,39,35,31,39,33,31,32,36,30,34,34,38,39,35,31,39,0
892,System-30_22,38,33,35,30,33,37,35,30,33,31,31,35,30,35,38,36,30,37,32,32,39,30,32,35,35,39,38,0
893,System-30_23,35,32,35,34,37,30,30,37,33,36,37,39,36,37,31,32,32,35,31,36,38,32,30,38,34,37,38,0
894,System-30_24,36,36,30,34,34,36,38,34,38,39,33,35,37,36,33,34,37,32,35,33,31,38,35,38,39,36,36,0
895,System-30_25,38,32,34,36,32,34,30,36,35,39,32,36,35,30,38,37,31,31,30,34,36,39,35,37,36,31,35,0
896,System-30_26,30,38,38,33,31,32,33,31,34,37,33,36,31,36,37,32,31,39,34,31,30,39,34,35,30,36,36,0
897,System-30_27,31,35,34,31,36,35,32,34,39,35,31,32,32,37,36,35,32,31,37,30,34,37,33,36,31,36,32,0
898,System-30_28,35,38,30,36,37,34,33,31,38,37,36,32,35,33,37,38,31,34,33,39,30,32,35,38,34,38,39,0
899,System-31_0,32,34,39,39,30,32,32,32,30,32,33,35,37,34,38,36,39,34,39,38,32,31,33,32,35,34,38,0
900,System-31_1,34,31,33,30,33,37,33,31,31,32,39,31,32,32,34,39,34,31,32,38,30,32,33,36,34,33,37,0
901,System-31_2,31,35,32,35,34,33,35,39,36,37,38,32,30,35,31,32,37,36,37,39,31,39,33,34,39,37,37,0
902,System-31_3,38,38,37,33,33,37,33,31,30,36,37,36,30,38,31,36,35,34,30,30,36,31,31,36,39,34,32,0
903,System-31_4,38,33,36,31,39,37,35,37,32,38,39,34,32,38,31,36,36,39,36,36,39,33,30,34,34,35,33,0
904,System-31_5,37,32,37,35,30,30,31,34,39,39,31,36,39,37,30,35,32,35,37,33,36,31,30,32,35,32,36,0
905,System-31_6,39,31,31,37,36,31,36,37,32,35,32,38,32,39,34,39,38,38,38,34,31,33,36,31,35,31,37,0
906,System-31_7,30,33,35,32,30,32,34,37,38,34,37,34,30,38,33,34,36,36,32,37,37,38,35,35,33,30,38,0
907,System-31_8,32,34,39,36,32,31,36,39,35,37,37,31,35,38,39,33,39,32,32,38,31,32,36,38,32,31,32,0
908,System-31_9,38,39,33,30,38,37,35,36,34,37,32,38,33,39,30,30,37,30,39,34,38,31,34,36,33,36,38,0
909,System-31_10,34,36,39,39,35,39,36,32,35,34,32,30,38,38,36,30,33,34,30,34,33,31,34,30,31,30,36,0
910,System-31_11,30,37,32,38,30,37,32,38,34,36,37,34,32,36,34,34,37,30,36,31,35,33,32,35,37,39,37,0
911,System-31_12,30,36,31,32,34,39,30,35,39,36,39,39,34,39,37,36,35,38,38,34,37,37,37,37,32,39,36,0
912,System-31_13,31,31,34,31,38,32,35,32,36,37,30,31,30,38,34,39,36,35,37,36,37,36,31,32,30,37,35,0
913,System-31_14,30,35,30,33,30,33,30,38,36,30,36,30,38,35,39,34,39,38,30,35,34,38,30,35,31,32,38,0
914,System-31_15,37,32,35,36,37,34,34,31,32,38,35,30,30,30,39,31,32,31,33,33,35,32,34,39,32,34,38,0
915,System-31_16,37,34,31,35,35,30,38,37,36,35,38,37,38,33,32,32,33,36,30,30,38,36,31,31,34,39,38,0
916,System-31_17,38,37,39,34,34,30,35,31,37,33,34,32,32,36,31,34,36,39,39,39,39,39,31,33,39,38,32,0
917,System-31_18,33,34,34,34,34,31,39,39,35,33,31,30,36,38,31,32,37,34,39,33,30,34,37,37,36,33,36,0
918,System-31_19,30,35,37,36,36,38,30,36,30,34,36,37,30,34,33,39,38,37,35,39,32,33,34,34,39,39,32,0
919,System-31_20,38,31,32,30,39,39,33,33,33,39,39,38,30,31,36,30,36,38,38,32,34,36,33,31,33,30,39,0
920,System-31_21,37,38,34,35,39,31,30,32,39,37,32,38,33,37,39,32,30,31,30,32,32,35,34,34,32,39,37,0
921,System-31_22,32,38,38,37,31,31,38,32,37,32,36,34,34,32,37,32,35,37,30,33,36,32,38,30,30,36,37,0
922,System-31_23,33,37,35,36,38,34,31,37,39,39,36,31,38,35,34,35,36,34,36,37,35,31,30,32,39,31,30,0
923,System-31_24,32,33,36,30,37,35,30,34,30,37,32,36,33,39,36,34,36,33,34,33,35,32,39,35,33,36,35,0
924,System-31_25,31,30,36,31,35,31,31,34,38,37,30,36,35,38,36,35,33,31,34,35,33,34,34,37,35,33,31,0
925,System-31_26,38,31,30,36,32,31,34,35,36,34,39,37,31,35,32,35,33,37,37,37,35,30,36,36,34,35,39,0
926,System-31_27,39,37,32,38,30,34,39,32,38,33,36,30,32,35,31,37,37,32,39,34,36,35,30,35,32,36,30,0
927,System-31_28,35,31,35,35,33,33,35,35,34,36,36,38,38,33,36,31,36,31,37,31,33,31,32,38,39,39,30,0
928,System-32_0,37,39,33,37,36,30,34,32,32,37,31,33,35,38,37,39,30,30,35,38,35,36,38,34,31,37,32,0
929,System-32_1,38,34,37,39,36,31,31,39,37,37,36,36,32,36,36,31,30,39,37,39,37,31,30,39,38,35,34,0
930,System-32_2,33,36,33,38,34,37,35,37,39,32,35,34,38,39,35,31,31,36,38,31,32,34,38,39,38,36,37,0
931,System-32_3,35,37,34,33,35,38,32,32,35,39,37,39,34,33,31,37,31,34,39,34,38,32,34,33,39,39,33,0
932,System-32_4,33,35,34,39,33,36,30,38,37,37,33,32,37,35,37,34,35,38,32,36,31,37,34,36,38,32,35,0
933,System-32_5,38,30,36,36,30,38,31,35,38,35,33,32,30,30,38,35,31,34,35,37,36,37,39,30,36,36,33,0
934,System-32_6,34,33,33,34,32,38,33,31,30,34,37,32,37,39,39,33,35,33,35,33,35,34,35,35,34,39,32,0
935,System-32_7,32,34,39,33,30,36,33,38,33,39,36,33,38,35,38,32,37,31,32,34,36,30,33,34,36,36,39,0
936,System-32_8,35,38,33,38,31,31,39,38,34,39,38,32,30,36,38,30,38,34,36,35,34,38,30,38,37,37,38,0
937,System-32_9,33,36,39,34,37,35,37,35,36,36,32,33,37,35,36,32,34,39,33,31,32,32,38,31,36,39,34,0
938,System-32_10,36,33,34,39,34,39,38,38,36,32,33,39,34,37,36,33,36,33,32,32,33,36,37,30,32,36,39,0
939,System-32_11,35,30,34,39,35,35,31,35,31,34,31,33,39,36,33,36,37,33,35,38,35,30,37,33,31,34,37,0
940,System-32_12,37,37,33,37,38,32,30,39,33,34,34,35,39,36,37,35,33,36,34,30,38,39,35,33,39,35,30,0
941,System-32_13,39,33,35,36,33,32,35,33,35,31,37,30,30,37,37,30,33,37,32,36,34,39,39,38,37,32,37,0
942,System-32_14,32,35,38,31,31,38,31,36,32,33,35,34,38,32,34,38,32,39,38,33,39,37,32,30,38,39,35,0
943,System-32_15,39,36,36,39,33,32,31,37,36,31,37,39,32,38,36,33,30,32,33,36,34,31,37,36,36,38,30,0
944,System-32_16,31,34,32,34,34,39,36,32,37,38,33,35,36,33,31,37,34,33,38,33,31,35,31,38,33,33,34,0
945,System-32_17,34,38,34,33,37,36,38,31,34,38,38,39,36,38,34,39,37,39,35,30,31,36,35,39,35,33,35,0
946,System-32_18,38,30,32,33,34,37,31,30,38,31,38,39,35,35,30,32,36,31,36,35,33,39,33,35,37,34,36,0
947,System-32_19,36,38,34,37,31,39,30,39,37,31,30,34,32,38,30,36,39,31,33,33,33,37,39,31,30,31,31,0
948,System-32_20,35,38,31,31,39,39,31,35,34,30,36,38,37,37,32,33,33,36,36,35,33,36,38,38,38,35,36,0
949,System-32_21,33,32,35,37,34,31,30,31,38,36,36,36,38,32,37,30,37,36,32,33,34,32,34,32,36,32,30,0
950,System-32_22,30,32,38,37,30,32,37,33,39,31,34,37,37,33,32,37,35,31,30,31,35,33,37,37,33,39,31,0
951,System-32_23,36,33,31,34,32,37,30,34,37,32,34,39,36,36,33,36,31,35,39,38,38,38,39,38,36,39,34,0
952,System-32_24,36,37,32,33,39,35,30,36,32,33,39,33,34,34,37,37,33,30,36,32,32,36,36,39,33,37,39,0
953,System-32_25,36,38,30,31,39,35,38,35,32,33,37,35,39,39,37,34,32,37,37,31,38,30,32,38,30,37,34,0
954,System-32_26,33,38,35,34,37,34,31,34,31,36,35,39,31,37,32,39,34,36,33,37,31,39,35,36,31,31,37,0
955,System-32_27,37,35,38,32,37,38,39,33,36,30,31,30,39,31,36,36,33,37,30,33,32,34,35,34,30,36,34,0
956,System-32_28,38,31,31,36,34,38,31,37,31,32,32,33,30,36,31,33,31,31,38,30,35,33,32,36,32,38,37,0
957,System-33_0,39,39,38,37,30,39,38,37,39,38,39,32,35,37,32,39,33,34,31,33,37,32,33,35,33,35,33,0
958,System-33_1,34,31,38,31,35,30,30,30,31,39,31,36,33,32,39,37,31,33,35,36,30,36,35,34,37,35,39,0
959,System-33_2,33,36,32,38,35,30,32,37,30,30,35,32,33,35,30,35,34,38,36,37,31,39,31,36,35,31,34,0
960,System-33_3,31,34,39,34,38,30,37,37,32,33,35,30,32,39,31,37,34,38,36,32,30,30,37,31,36,38,31,0
961,System-33_4,33,32,35,34,33,34,30,37,32,38,39,31,32,30,39,31,33,37,38,30,31,30,34,30,39,39,33,0
962,System-33_5,31,32,34,33,35,33,35,30,38,31,36,33,31,31,34,33,34,31,33,36,36,38,37,35,33,37,39,0
963,System-33_6,35,33,38,35,36,39,38,38,39,32,38,30,32,32,31,37,33,33,30,35,36,30,31,33,33,38,30,0
964,System-33_7,32,30,31,34,32,36,35,34,38,30,31,34,39,30,31,36,36,30,30,34,32,31,39,35,37,36,32,0
965,System-33_8,36,38,38,38,38,36,30,36,38,31,30,38,34,35,39,32,34,34,35,31,34,34,32,31,30,38,35,0
966,System-33_9,35,35,38,32,33,38,37,34,36,34,37,30,39,39,38,35,31,35,38,34,37,31,32,39,32,31,39,0
967,System-33_10,30,32,34,38,30,35,32,34,30,36,38,33,39,36,32,36,34,31,39,31,37,34,31,31,38,38,37,0
968,System-33_11,34,35,34,37,30,39,32,36,37,35,34,33,36,30,30,33,36,37,30,34,36,30,35,35,31,39,36,0
969,System-33_12,34,33,38,35,31,33,37,37,38,35,31,33,39,35,30,30,33,37,35,39,39,39,35,36,35,39,35,0
970,System-33_13,36,35,34,32,35,30,32,33,39,31,31,35,33,38,34,37,39,37,37,35,38,35,38,37,33,30,32,0
971,System-33_14,33,30,31,34,37,34,37,30,33,30,30,35,31,36,39,30,36,36,39,34,33,33,38,35,34,30,36,0
972,System-33_15,34,33,39,30,33,36,36,34,32,33,37,37,33,39,37,37,35,35,30,32,33,38,38,31,39,37,33,0
973,System-33_16,34,39,35,34,39,38,35,35,38,33,34,32,31,34,36,31,36,39,30,36,32,36,36,39,38,36,39,0
974,System-33_17,31,30,35,30,32,38,39,31,31,31,30,36,34,30,31,35,35,33,34,36,30,37,36,32,32,39,33,0
975,System-33_18,37,33,38,34,39,39,34,30,39,32,34,38,35,30,31,30,38,39,33,30,34,36,36,31,33,38,32,0
976,System-33_19,37,36,37,30,32,30,37,38,36,35,35,38,37,34,38,36,33,33,34,30,34,38,31,35,33,30,34,0
977,System-33_20,30,34,30,36,37,37,37,33,32,32,36,35,36,39,34,34,37,30,38,31,30,39,31,32,31,32,30,0
978,System-33_21,38,32,32,35,37,34,31,32,37,30,34,37,33,31,33,33,37,38,31,36,37,30,34,36,30,33,38,0
979,System-33_22,34,30,37,35,34,36,30,31,31,37,34,30,39,38,35,31,38,30,31,32,38,35,37,34,38,38,38,0
980,System-33_23,38,31,33,33,30,35,35,30,30,32,30,34,32,34,34,36,30,33,38,38,32,34,32,36,33,39,33,0
981,System-33_24,32,36,36,37,30,36,37,37,38,38,33,30,34,39,38,33,34,38,30,37,39,34,36,37,32,36,35,0
982,System-33_25,39,38,32,35,35,39,35,39,31,38,36,35,38,32,34,39,31,38,37,35,38,30,37,30,36,31,39,0
983,System-33_26,35,34,36,35,39,37,37,39,39,31,30,34,34,31,33,32,36,37,34,30,34,32,37,34,34,37,37,0
