SystemName,2.1.1,2.1.2,2.1.3,2.2.1,2.2.2,2.2.3,2.3.1,2.3.2,2.3.3,2.4.1,2.4.2,2.4.3,2.5.1,2.5.2,2.5.3,2.6.1,2.6.2,2.6.3,2.7.1,2.7.2,2.7.3,2.8.1,2.8.2,2.8.3,Result
System-24_4,28,22,25,22,20,22,22,21,21,23,26,21,20,26,23,22,29,28,23,29,22,22,26,29,0
System-24_5,29,23,26,20,25,26,23,20,23,21,27,24,28,25,22,25,20,28,26,21,28,22,20,23,0
System-24_6,26,26,29,23,25,23,29,28,29,23,21,29,22,29,26,21,25,27,26,28,28,28,26,28,0
System-24_7,25,27,24,25,26,27,20,22,28,27,29,25,25,24,26,27,24,28,20,29,23,21,21,22,0
System-24_8,25,21,23,20,25,28,29,27,23,29,28,22,22,27,21,24,25,29,24,21,29,24,29,20,0
System-24_9,28,20,21,21,28,28,23,21,28,26,23,28,21,29,26,20,26,24,20,20,28,22,29,24,0
System-25_0,26,21,24,26,27,28,21,28,22,22,22,22,27,23,26,25,28,27,20,22,20,29,29,23,0
System-25_1,21,26,26,22,28,24,25,28,24,26,27,27,27,26,22,23,27,20,25,28,28,25,25,22,0
System-25_2,28,23,22,22,28,28,24,21,29,29,27,29,28,28,24,21,24,20,24,22,20,27,26,20,0
System-25_3,26,25,26,21,27,26,26,25,20,24,23,23,24,22,20,27,21,22,26,29,21,22,24,28,0
System-25_4,23,26,26,23,24,29,23,29,25,27,29,26,23,26,29,25,29,29,28,29,27,27,20,23,0
System-25_5,29,27,21,23,20,28,25,22,20,22,24,26,21,29,22,21,28,24,23,24,25,23,20,23,0
System-25_6,25,20,23,27,20,26,24,27,28,20,28,20,27,26,29,27,20,27,20,29,20,22,25,25,0
System-25_7,29,23,20,24,27,28,23,27,21,21,26,23,24,22,21,22,26,20,27,29,24,21,20,20,0
System-25_8,23,20,29,26,22,24,23,24,21,28,28,28,23,23,24,24,29,20,28,22,25,20,21,21,0
System-25_9,22,28,25,29,20,27,21,25,21,24,27,22,27,29,24,25,21,25,23,20,22,20,29,28,0
System-26_0,23,22,20,25,24,25,29,21,20,22,22,27,24,26,24,23,24,21,25,24,27,24,20,20,0
System-26_1,26,22,28,27,21,24,25,22,28,23,24,22,21,24,22,23,23,22,24,20,28,24,20,20,0
System-26_2,22,27,26,29,29,28,24,25,26,23,24,22,24,21,22,25,25,23,22,21,24,21,21,23,0
System-26_3,20,21,20,28,21,20,25,24,29,23,28,23,24,25,24,26,27,25,21,29,26,24,29,22,0
System-26_4,24,20,23,27,21,28,26,24,27,21,23,25,26,27,20,23,23,24,29,25,22,20,26,27,0
System-26_5,20,20,24,25,23,29,25,25,20,21,24,27,20,23,20,27,25,29,20,25,22,23,29,29,0
System-26_6,25,25,24,22,22,26,23,23,22,22,28,26,25,26,29,22,21,22,25,26,27,23,26,22,0
System-26_7,24,29,28,28,22,24,25,26,21,22,27,21,26,21,25,29,26,22,27,23,24,27,21,27,0
System-26_8,26,23,23,22,20,29,29,24,24,28,22,20,28,22,26,23,27,28,26,24,24,23,24,20,0
System-26_9,21,27,20,20,22,23,22,23,20,25,25,27,22,27,29,29,22,29,21,23,23,24,23,23,0
System-27_0,29,26,27,27,22,26,24,27,21,28,26,23,29,28,27,24,20,29,22,23,29,26,21,27,0
System-27_1,24,28,26,23,21,24,25,26,21,24,27,28,26,29,20,23,24,27,20,29,24,22,25,26,0
System-27_2,22,24,25,24,22,25,21,29,27,27,25,29,20,22,26,21,20,21,20,27,22,27,28,27,0
System-27_3,25,21,20,28,21,22,26,26,23,26,26,28,26,26,21,23,21,20,29,25,25,23,22,25,0
System-27_4,20,27,23,26,27,25,21,24,20,23,20,21,27,29,27,20,25,25,20,20,29,22,24,23,0
System-27_5,27,22,21,23,26,27,27,28,25,29,28,23,22,23,28,24,25,25,28,20,26,20,22,24,0
System-27_6,20,23,25,24,25,21,26,29,28,28,29,26,24,23,29,20,21,21,27,27,27,29,29,28,0
System-27_7,27,27,28,24,20,21,20,24,25,27,26,27,28,22,29,24,28,20,23,20,23,29,21,28,0
System-27_8,29,21,29,27,21,28,27,21,23,23,29,26,28,26,28,26,27,27,25,25,28,27,23,24,0
System-27_9,27,27,22,22,20,23,26,26,28,25,28,28,21,25,26,23,21,22,26,24,21,29,29,24,0
System-28_0,24,24,26,27,28,27,25,22,21,24,26,29,29,26,21,24,23,26,28,26,22,28,29,25,0
System-28_1,20,25,22,24,25,26,29,28,29,25,28,22,21,20,23,29,27,24,29,26,21,27,20,22,0
System-28_2,24,29,26,20,28,29,28,24,21,29,29,26,29,22,22,22,29,26,28,26,27,27,28,28,0
System-28_3,23,26,29,23,26,21,28,28,22,26,20,22,29,27,26,24,21,27,25,27,21,25,24,25,0
System-28_4,21,24,28,27,28,25,28,28,25,28,26,21,23,23,24,23,24,23,20,27,20,28,21,20,0
System-28_5,22,23,27,22,26,21,23,20,21,22,20,29,22,21,22,28,23,25,24,26,27,29,24,22,0
System-28_6,29,26,22,28,23,27,27,24,29,26,23,27,23,29,29,23,24,20,27,22,20,26,27,20,0
System-28_7,22,21,25,27,20,26,21,28,23,25,22,27,21,27,23,22,23,26,21,26,21,23,28,22,0
System-28_8,25,24,29,25,28,28,29,21,20,26,28,20,28,25,23,20,24,23,23,22,29,20,23,27,0
System-28_9,28,21,24,28,20,24,26,21,25,23,27,26,24,27,29,21,26,24,22,23,24,21,29,29,0
System-29_0,24,28,29,24,29,29,21,24,29,22,22,21,29,29,25,20,28,27,21,28,21,25,28,29,0
System-29_1,23,26,28,20,21,28,23,25,21,27,21,27,29,21,23,20,29,25,21,26,24,27,21,24,0
System-29_2,28,23,20,22,23,20,26,20,20,29,28,21,21,25,25,22,22,24,28,25,21,23,21,27,0
System-29_3,25,20,27,23,22,22,23,28,22,20,21,20,20,24,25,27,24,29,20,29,26,26,26,24,0
System-29_4,27,28,26,23,29,22,20,22,28,23,29,20,25,24,21,22,21,20,27,21,25,23,26,20,0
System-29_5,20,22,20,21,29,23,27,20,20,23,28,26,28,27,27,29,29,21,21,26,25,27,29,27,0
System-29_6,25,28,21,20,29,20,25,22,28,29,20,27,21,27,25,20,23,23,24,28,27,27,20,24,0
System-29_7,27,25,26,22,26,24,27,23,23,27,21,20,26,28,27,24,27,29,24,21,20,28,21,28,0
System-29_8,25,21,28,27,23,22,27,28,29,24,24,25,21,21,22,21,22,28,24,24,26,23,26,26,0
System-29_9,22,28,23,24,28,26,23,28,27,21,21,25,29,28,26,23,20,20,24,22,23,22,28,29,0
System-30_0,34,35,34,38,34,36,34,30,39,39,32,37,30,36,37,34,30,30,34,34,36,39,31,30,0
System-30_1,36,31,37,34,30,33,38,33,36,31,32,33,37,33,38,33,38,34,34,35,34,34,30,39,0
System-30_2,34,32,36,30,33,39,32,33,30,35,35,30,32,39,35,35,37,35,31,34,37,30,34,38,0
System-30_3,36,38,34,31,33,34,39,38,30,37,36,31,39,36,31,30,38,30,39,38,31,39,38,32,0
System-30_4,31,37,38,36,32,33,35,37,33,35,35,30,39,34,37,32,38,36,35,36,39,39,30,32,0
System-30_5,31,39,35,32,33,36,38,37,38,34,37,30,39,38,35,31,35,39,38,37,38,30,33,31,0
System-30_6,39,32,31,31,32,30,34,38,33,30,31,30,36,31,39,36,37,33,34,37,35,34,35,31,0
System-30_7,38,38,37,38,36,33,30,38,31,34,37,31,35,39,34,36,31,39,39,37,38,35,39,32,0
System-30_8,38,33,32,31,38,33,34,31,36,31,38,36,31,30,38,32,35,37,32,37,33,37,30,35,0
System-30_9,33,31,34,36,33,38,39,33,38,32,30,31,35,34,38,31,39,30,35,37,38,32,37,36,0
System-31_0,35,39,35,38,31,39,31,38,35,34,36,30,33,35,32,35,30,33,36,32,30,30,33,34,0
System-31_1,38,33,36,39,39,36,37,32,35,30,39,36,30,32,36,35,33,36,35,31,32,30,36,39,0
System-31_2,30,31,33,37,30,37,38,34,36,32,37,38,36,38,38,37,31,32,35,33,35,37,38,37,0
System-31_3,30,31,30,34,38,34,34,32,39,33,33,34,36,33,33,32,33,39,33,39,36,38,39,34,0
System-31_4,36,32,31,32,36,37,36,31,33,38,35,38,31,39,30,35,31,33,38,34,31,30,34,30,0
System-31_5,32,35,30,38,33,38,30,34,36,34,36,36,30,38,33,30,33,35,31,34,36,35,38,31,0
System-31_6,32,36,36,34,32,35,36,39,31,32,39,30,37,35,30,31,35,31,32,31,38,30,30,35,0
System-31_7,33,35,32,33,31,30,31,33,30,32,34,30,36,35,33,31,35,36,36,38,31,32,33,32,0
System-31_8,37,31,33,37,32,39,32,38,35,37,31,37,31,33,34,38,38,39,38,33,37,39,35,30,0
System-31_9,38,31,37,31,35,37,37,34,36,37,36,33,39,32,37,30,36,38,33,38,34,33,33,34,0
System-32_0,30,34,33,37,33,33,33,32,30,34,30,30,38,34,31,39,30,39,31,33,32,30,30,31,0
System-32_1,30,39,37,38,34,36,37,33,39,31,36,36,30,34,32,35,36,36,36,38,31,37,33,39,0
System-32_2,30,32,35,38,31,36,36,35,33,38,35,39,39,30,37,33,35,39,32,37,31,38,37,38,0
System-32_3,38,39,38,36,31,37,38,35,32,34,38,31,32,34,38,35,33,31,37,31,39,31,37,30,0
System-32_4,31,39,39,33,32,36,30,34,30,36,30,34,39,36,31,34,37,31,35,34,39,31,33,35,0
System-32_5,37,35,32,32,33,38,38,35,35,31,38,34,33,32,31,36,38,36,37,30,35,33,33,38,0
System-32_6,37,33,35,38,37,38,36,30,39,36,39,31,33,34,36,39,34,33,30,32,32,34,32,30,0
System-32_7,34,30,39,38,32,36,30,36,34,32,36,39,34,31,33,36,30,37,31,36,34,36,32,37,0
System-32_8,34,38,34,30,37,39,34,30,39,30,35,37,31,38,36,37,37,30,39,30,34,31,30,32,0
System-32_9,31,38,37,32,32,38,35,31,31,34,37,39,30,36,37,30,30,35,30,32,32,33,36,31,0
System-33_0,34,30,33,36,33,33,30,33,38,35,34,37,34,35,35,37,33,31,35,33,31,30,38,35,0
System-33_1,34,33,32,34,31,30,39,34,37,36,31,36,38,32,30,37,36,35,35,34,32,34,32,38,0
System-33_2,39,32,39,33,35,36,37,37,34,32,37,30,37,30,31,30,38,32,38,35,30,31,35,30,0
System-33_3,38,31,36,38,35,30,31,34,30,35,36,32,30,38,30,32,37,37,32,33,36,36,39,31,0
System-33_4,33,39,32,35,34,30,35,39,39,38,33,31,35,37,35,32,34,39,38,39,30,36,30,33,0
System-33_5,37,30,39,30,39,39,35,36,31,31,34,37,32,34,39,32,34,33,37,36,38,36,32,30,0
System-33_6,38,39,37,38,31,31,37,32,33,36,38,37,39,37,31,32,32,34,37,36,30,32,35,32,0
System-33_7,34,38,33,34,32,36,38,34,32,37,31,30,31,31,39,33,30,37,31,36,34,30,39,37,0
System-33_8,30,31,39,38,34,31,38,30,34,32,35,32,33,34,30,35,38,39,31,37,37,32,39,32,0
System-33_9,39,30,31,36,32,38,31,36,31,37,30,33,33,31,35,31,33,37,34,30,31,39,39,38,0
System-34_0,39,36,31,37,38,32,37,38,33,39,39,32,39,31,34,33,37,35,37,30,35,33,33,34,0
System-34_1,34,36,31,31,31,30,37,31,34,32,35,38,38,37,38,37,35,36,39,32,39,35,33,38,0
System-34_2,33,31,36,38,36,37,39,38,35,31,31,38,33,30,34,38,34,39,37,30,39,30,35,35,0
System-34_3,39,33,38,32,39,35,32,32,30,32,31,39,39,32,38,34,34,33,32,30,38,35,34,35,0
System-34_4,38,37,33,36,30,35,38,35,34,39,32,32,37,35,34,36,39,37,31,33,30,35,31,32,0
System-34_5,30,39,36,31,36,36,35,32,32,35,38,33,39,30,38,33,33,37,39,36,32,39,32,38,0
System-34_6,37,39,32,33,32,35,32,34,37,31,37,32,37,31,37,38,32,36,31,32,31,39,35,32,0
System-34_7,39,37,36,36,35,37,36,34,38,33,38,32,35,30,34,32,30,35,31,33,33,32,31,35,0
System-34_8,32,37,34,35,31,35,30,36,31,36,39,34,30,36,37,32,34,36,32,39,33,33,36,31,0
System-34_9,36,30,33,34,35,34,32,38,30,35,36,39,35,31,35,30,30,31,31,31,33,35,38,31,0
System-35_0,36,31,39,34,38,30,34,38,33,37,38,34,36,30,31,33,37,30,34,34,35,37,31,33,0
System-35_1,35,35,35,35,33,32,34,37,32,30,32,32,32,33,36,31,32,39,30,39,33,35,39,31,0
System-35_2,31,30,35,37,37,39,36,33,34,30,36,30,33,31,35,39,31,32,31,32,33,36,31,33,0
System-35_3,35,33,31,39,31,31,36,32,37,33,35,38,38,38,33,38,32,31,33,33,36,36,31,39,0
System-35_4,35,32,36,35,33,38,31,39,30,36,33,36,30,37,35,36,36,37,34,39,35,38,32,33,0
System-35_5,32,38,32,33,32,33,31,33,33,30,31,37,30,31,33,33,38,39,38,30,35,37,30,35,0
System-35_6,30,35,35,33,34,33,38,34,32,38,35,31,30,34,31,33,36,32,39,38,32,34,39,39,0
System-35_7,36,31,35,35,39,35,30,38,36,35,32,35,37,33,31,36,33,38,33,32,36,32,33,36,0
System-35_8,34,30,30,34,36,35,32,36,30,39,33,35,37,36,34,34,34,34,35,34,35,37,38,35,0
System-35_9,38,33,37,34,33,35,34,39,33,33,30,32,35,38,30,37,31,37,32,36,33,30,36,39,0
System-36_0,39,39,38,33,32,31,34,38,34,35,32,34,32,39,36,39,38,33,33,36,31,32,37,30,0
System-36_1,31,30,32,34,38,39,31,38,32,35,35,39,35,35,39,34,31,33,36,35,32,39,35,31,0
System-36_2,31,35,38,37,39,30,38,36,31,30,38,37,38,36,33,39,35,37,35,31,34,31,30,39,0
System-36_3,38,38,36,37,39,37,30,34,32,33,35,35,36,35,35,35,34,36,32,31,39,36,34,31,0
System-36_4,31,38,38,33,38,32,35,39,37,32,34,35,36,38,35,34,34,37,37,39,38,35,36,35,0
System-36_5,33,37,35,36,30,36,36,36,33,37,35,33,36,38,35,39,31,37,37,33,32,35,37,35,0
System-36_6,36,37,39,32,37,37,38,38,36,38,38,33,33,36,31,38,36,39,33,37,32,36,30,39,0
System-36_7,35,36,37,34,33,33,37,30,35,38,31,39,35,32,31,33,33,30,39,39,39,38,32,38,0
System-36_8,38,33,35,39,32,30,39,35,35,32,36,39,32,34,37,32,39,36,36,31,35,38,35,33,0
System-36_9,31,35,39,35,35,31,39,34,30,30,39,32,33,33,32,33,32,33,37,38,38,35,34,37,0
System-37_0,30,32,30,34,34,37,37,35,39,38,38,36,34,30,30,35,36,34,31,34,38,35,35,36,0
System-37_1,38,38,31,35,39,36,38,33,34,35,33,37,38,35,36,32,37,34,39,36,32,32,33,32,0
System-37_2,38,37,36,38,33,33,33,30,31,35,30,31,39,32,37,32,37,31,35,38,34,37,33,35,0
System-37_3,35,32,30,32,30,34,35,38,37,37,33,35,36,38,31,31,30,33,35,39,32,30,30,39,0
System-37_4,32,39,38,37,39,35,36,38,32,31,33,34,32,32,32,35,34,30,31,30,32,32,36,37,0
System-37_5,38,36,38,36,35,36,38,34,31,36,35,37,32,32,32,31,37,31,31,30,32,38,33,31,0
System-37_6,39,37,37,39,36,38,35,33,31,39,34,38,36,36,30,30,30,39,38,38,31,38,37,32,0
System-37_7,32,33,39,36,35,37,37,39,37,30,31,35,30,33,39,33,39,33,38,30,33,39,38,38,0
System-37_8,36,38,34,38,33,34,34,32,38,36,35,36,37,39,33,39,38,36,37,34,30,32,31,38,0
System-37_9,31,33,39,36,37,37,38,34,32,34,30,33,32,37,36,32,33,38,39,34,30,39,35,36,0
System-38_0,35,34,31,30,38,39,33,34,33,30,30,35,33,33,39,34,32,36,33,36,30,38,39,30,0
System-38_1,39,32,31,36,37,33,30,30,38,39,33,32,36,34,32,38,33,39,33,38,38,33,31,38,0
System-38_2,36,37,31,33,38,36,34,31,35,36,39,37,36,37,38,33,35,39,35,30,33,34,31,35,0
System-38_3,30,31,38,36,39,35,35,36,39,30,37,34,31,38,35,39,39,34,33,32,37,34,37,30,0
System-38_4,35,35,31,37,30,39,33,38,33,37,31,32,37,34,38,36,34,33,31,36,35,34,31,38,0
System-38_5,31,34,32,39,31,38,37,39,31,30,38,30,30,36,38,32,37,34,32,37,36,34,39,36,0
System-38_6,35,33,37,34,39,30,30,32,34,39,35,31,32,31,33,30,37,30,35,30,33,33,34,32,0
System-38_7,30,32,39,33,31,31,30,30,33,33,33,39,37,34,36,30,30,35,37,37,32,30,35,36,0
System-38_8,35,33,33,36,34,36,35,35,32,38,37,38,35,38,32,36,36,33,30,34,34,38,37,39,0
System-38_9,32,37,34,31,38,39,37,35,32,38,39,32,36,30,31,31,37,37,30,33,37,38,30,37,0
System-39_0,36,36,37,34,37,32,34,32,32,38,38,37,30,30,32,36,33,34,31,30,34,36,39,38,0
System-39_1,34,30,35,35,39,34,30,31,33,31,38,35,39,30,33,33,30,31,39,31,35,33,37,38,0
System-39_2,32,38,31,38,32,34,35,34,34,38,39,32,33,30,30,31,37,33,35,32,31,37,34,31,0
System-39_3,38,39,33,34,39,32,31,33,32,34,38,34,32,36,35,38,36,34,30,34,32,36,33,38,0
System-39_4,30,32,35,30,39,30,39,39,38,39,30,34,35,39,33,37,31,36,33,39,35,38,36,35,0
System-39_5,37,38,35,33,39,38,32,38,33,39,30,37,36,30,38,34,34,38,37,39,35,33,31,34,0
System-39_6,35,36,37,36,36,31,35,30,34,31,34,36,34,32,34,35,36,36,33,38,33,38,35,37,0
System-39_7,30,38,35,32,31,34,39,33,33,39,31,31,30,30,34,32,34,36,30,39,33,30,31,33,0
System-39_8,37,32,37,35,32,32,30,39,35,31,34,39,36,39,30,38,32,30,32,32,39,38,34,39,0
System-39_9,35,36,32,31,32,31,33,34,36,39,35,39,32,37,39,38,38,31,39,30,37,31,37,39,0
System-40_0,46,45,45,42,46,41,40,40,41,48,42,42,46,46,45,46,44,44,40,46,45,41,42,43,0
System-40_1,46,46,43,44,45,47,43,49,48,47,43,42,47,45,49,45,42,41,47,41,49,43,47,49,0
System-40_2,44,48,43,46,49,40,42,42,45,49,45,44,47,44,46,46,43,41,49,47,43,49,45,49,0
System-40_3,44,44,47,41,43,44,40,42,44,48,49,41,49,47,41,49,49,45,42,47,45,43,49,40,0
System-40_4,48,41,42,46,48,43,45,47,49,43,46,49,42,48,47,47,48,47,49,46,43,43,47,44,0
System-40_5,48,43,47,43,42,46,47,41,42,43,49,44,43,43,45,43,49,41,47,40,40,40,49,49,0
System-40_6,40,44,43,44,43,49,43,40,46,45,48,40,48,45,46,43,47,42,44,43,47,48,49,41,0
System-40_7,43,48,48,49,47,49,48,43,45,41,49,41,48,46,43,46,45,41,41,47,45,41,43,46,0
System-40_8,47,49,43,40,49,49,43,40,40,43,42,47,44,41,43,48,42,40,47,41,44,40,41,49,0
System-40_9,40,47,45,45,40,44,40,48,43,40,41,43,40,45,48,42,42,47,41,48,42,42,46,46,0
System-41_0,40,44,46,44,42,48,44,47,41,49,49,47,49,43,41,40,49,44,44,40,49,48,47,45,0
System-41_1,45,46,40,44,40,41,43,42,44,46,42,47,42,42,44,46,43,47,40,47,48,46,43,46,0
System-41_2,45,45,42,40,48,47,43,49,45,42,42,45,42,40,49,45,44,47,40,44,47,41,46,49,0
System-41_3,47,43,47,47,49,42,44,48,47,47,47,40,43,44,47,43,44,43,42,49,41,46,45,48,0
System-41_4,45,48,44,40,44,42,42,47,48,45,48,44,40,49,44,48,40,41,49,41,40,45,46,48,0
System-41_5,49,45,48,40,49,42,47,49,45,45,43,48,43,40,48,45,43,44,40,40,41,41,47,41,0
System-41_6,43,45,40,40,41,45,45,42,43,49,45,43,42,48,48,46,45,41,46,41,46,45,40,45,0
System-41_7,48,43,46,43,40,45,45,49,41,45,48,49,48,42,44,48,41,48,41,48,47,44,42,43,0
System-41_8,44,41,42,46,47,41,40,45,44,40,44,45,43,46,42,43,49,45,45,49,40,42,41,40,0
System-41_9,45,49,47,42,44,42,47,40,48,44,45,46,44,47,40,45,49,48,44,49,46,41,48,43,0
System-42_0,43,46,49,42,49,49,46,42,44,49,44,49,45,42,40,41,41,45,44,42,48,49,44,40,0
System-42_1,45,46,44,47,45,48,40,41,44,47,45,42,48,47,49,41,46,46,43,48,42,49,49,47,0
System-42_2,40,49,49,45,47,41,49,41,45,41,47,44,41,40,40,44,45,44,43,42,44,47,43,48,0
System-42_3,47,43,48,45,44,41,48,47,48,43,42,49,46,44,42,41,40,49,47,48,47,48,46,45,0
System-42_4,48,41,45,40,44,46,45,43,40,48,47,46,44,49,44,48,47,42,48,41,40,45,41,42,0
System-42_5,40,46,42,44,49,46,48,47,42,43,40,41,45,40,42,45,41,40,41,40,42,40,43,40,0
System-42_6,41,47,43,40,44,44,40,48,47,48,42,40,45,44,40,44,49,47,46,43,48,43,44,47,0
System-42_7,48,49,46,41,49,47,40,45,49,40,46,44,46,44,47,47,44,48,49,47,49,47,48,40,0
System-42_8,41,43,42,48,44,42,44,47,44,48,40,47,46,41,48,46,46,43,41,40,48,44,44,43,0
System-42_9,48,48,47,46,41,47,42,48,49,44,43,42,42,49,44,42,49,43,40,48,49,41,46,48,0
System-43_0,43,48,40,41,40,44,45,40,45,43,46,45,49,47,43,41,45,44,47,40,45,43,41,40,0
System-43_1,40,43,42,45,45,47,43,47,40,46,47,42,40,42,46,46,46,49,47,41,41,46,43,48,0
System-43_2,46,44,40,43,47,41,43,40,45,44,44,45,40,45,40,47,40,44,40,40,46,45,43,46,0
System-43_3,42,44,43,44,45,47,41,40,40,48,42,45,49,47,48,46,41,41,40,40,48,48,43,48,0
System-43_4,49,45,47,44,40,40,49,49,40,42,47,40,41,42,46,46,42,48,49,45,49,45,46,42,0
System-43_5,49,40,49,42,44,41,44,42,45,49,44,44,48,47,47,45,45,40,42,47,45,43,44,45,0
System-43_6,41,42,45,44,44,49,47,44,47,44,49,40,47,42,43,49,47,44,46,47,44,47,40,40,0
System-43_7,45,48,43,40,48,41,40,47,46,40,48,49,41,41,40,40,45,45,43,41,46,43,48,40,0
System-43_8,45,48,41,45,41,46,40,45,41,45,43,42,40,49,41,45,44,44,49,47,43,49,49,47,0
System-43_9,45,42,46,42,43,45,46,48,49,45,49,49,41,47,40,42,48,42,47,41,47,41,47,43,0
System-44_0,45,49,48,46,49,44,41,41,43,44,45,47,46,41,41,42,45,47,46,47,45,46,47,40,0
System-44_1,41,40,48,43,44,43,48,46,43,47,42,41,49,46,48,40,45,40,41,40,42,48,43,46,0
System-44_2,45,45,40,44,44,47,42,40,40,47,45,42,42,44,40,41,40,41,42,46,48,41,46,46,0
System-44_3,42,43,41,46,40,43,40,47,45,41,44,48,41,43,49,45,48,41,48,40,48,48,46,47,0
System-44_4,45,48,47,41,44,44,49,40,45,47,46,46,48,49,48,43,49,45,41,40,49,48,43,49,0
System-44_5,47,42,48,42,44,45,42,48,40,40,40,49,45,40,48,43,48,43,42,46,40,42,49,48,0
System-44_6,41,42,42,47,47,46,45,40,41,47,49,49,42,41,46,46,44,48,46,47,43,48,41,44,0
System-44_7,49,49,46,42,45,41,45,41,49,49,49,41,46,49,42,43,43,49,49,44,47,47,46,43,0
System-44_8,47,47,49,44,40,40,44,43,41,45,40,42,43,46,46,42,41,45,43,46,42,43,43,44,0
System-44_9,47,41,41,44,47,42,42,40,49,45,48,46,40,44,48,47,42,44,47,49,48,48,46,42,0
System-45_0,45,41,49,49,46,45,49,40,45,41,45,46,41,42,48,45,41,49,41,42,43,45,45,41,0
System-45_1,46,45,43,44,42,46,47,42,47,41,44,43,42,47,48,41,49,42,42,47,45,49,40,42,0
System-45_2,49,44,45,40,44,41,44,47,44,46,43,46,46,48,43,48,49,43,45,44,46,47,41,42,0
System-45_3,46,40,49,43,42,49,44,41,44,41,41,40,40,41,40,46,40,48,43,42,48,47,46,40,0
System-45_4,48,45,46,49,43,44,49,47,48,43,46,40,46,44,40,43,42,48,46,43,48,46,49,40,0
System-45_5,46,44,47,43,49,46,47,47,44,42,41,40,48,44,48,44,41,44,48,49,49,42,45,44,0
System-45_6,45,41,40,43,43,45,43,46,40,45,47,40,43,47,45,43,46,44,46,48,42,47,41,49,0
System-45_7,44,44,47,40,49,40,46,40,44,45,43,48,48,44,48,44,45,46,41,49,49,47,45,43,0
System-45_8,49,47,46,40,46,41,40,45,42,41,45,43,45,44,42,43,40,47,40,40,40,47,48,45,0
System-45_9,46,46,48,44,47,43,44,41,44,40,48,42,46,46,49,41,46,46,40,49,45,45,44,43,0
System-46_0,46,43,46,40,41,44,46,41,48,40,48,49,40,46,40,43,48,48,47,42,44,43,46,46,0
System-46_1,46,40,41,42,47,41,48,48,48,48,43,47,43,47,43,44,42,41,42,46,48,46,49,43,0
System-46_2,46,48,40,44,43,43,48,40,47,48,47,45,44,47,49,45,43,44,40,46,42,42,48,49,0
System-46_3,48,41,44,48,49,45,46,43,48,44,40,48,46,47,46,47,40,47,48,40,48,42,49,49,0
System-46_4,42,49,41,42,42,45,41,43,45,45,46,41,47,42,41,41,41,47,42,43,48,46,46,48,0
System-46_5,42,44,43,42,41,40,49,45,46,45,44,46,40,45,40,46,45,47,48,46,49,46,46,43,0
System-46_6,46,45,48,40,44,48,45,48,42,41,48,43,44,45,44,40,43,44,48,49,48,41,42,47,0
System-46_7,40,41,44,43,44,45,46,44,41,42,42,45,48,48,42,43,45,46,41,44,43,40,45,41,0
System-46_8,45,47,40,40,41,47,45,43,47,42,47,40,45,48,45,48,48,49,46,47,46,40,43,48,0
System-46_9,45,46,43,49,40,45,43,48,43,42,41,40,47,44,46,40,42,45,41,45,41,45,41,44,0
System-47_0,45,47,47,48,48,45,48,47,48,43,43,45,42,42,48,49,48,44,45,42,45,41,49,48,0
System-47_1,44,40,49,49,48,43,45,42,49,47,49,49,48,47,43,42,40,44,40,45,42,41,40,48,0
System-47_2,41,43,41,43,40,48,47,40,47,41,44,47,49,40,48,46,44,43,48,41,48,40,43,42,0
System-47_3,47,46,43,43,40,42,43,47,47,48,46,45,43,40,44,49,47,47,43,42,49,40,43,45,0
System-47_4,40,44,49,44,47,41,44,43,44,46,44,49,40,45,43,42,46,40,45,43,49,45,47,44,0
System-47_5,41,44,46,41,41,49,42,44,43,42,43,41,40,41,44,46,43,40,45,49,42,48,45,45,0
System-47_6,49,45,45,47,48,43,48,48,47,45,48,40,46,48,48,44,42,46,48,46,48,43,43,42,0
System-47_7,44,42,45,49,43,47,42,48,45,45,44,49,45,40,48,42,48,40,43,41,49,48,48,48,0
System-47_8,40,40,49,42,48,42,48,42,44,46,43,47,41,40,48,43,48,40,49,49,45,44,44,43,0
System-47_9,42,42,45,49,46,42,42,40,47,40,44,45,48,46,46,46,43,45,45,44,43,47,43,44,0
System-48_0,48,45,40,46,42,44,45,40,47,48,46,43,42,48,49,49,42,45,45,40,44,48,40,48,0
System-48_1,40,45,40,46,41,44,49,45,47,47,43,49,43,45,49,42,43,42,40,48,41,44,40,49,0
System-48_2,41,42,40,41,48,44,43,45,40,43,40,48,41,48,46,48,41,45,40,44,47,44,46,42,0
System-48_3,48,44,43,49,44,44,48,47,41,42,43,43,41,44,48,41,46,49,48,43,41,42,49,40,0
System-48_4,48,48,48,47,42,47,45,41,44,47,41,46,40,44,46,42,48,49,42,47,42,45,41,48,0
System-48_5,45,46,46,44,43,43,46,40,42,45,40,44,48,47,48,45,43,40,45,43,49,48,41,46,0
System-48_6,44,43,43,49,47,48,43,44,45,40,47,42,40,44,48,42,44,49,48,41,42,47,44,47,0
System-48_7,47,40,40,44,42,46,41,45,47,42,40,44,46,47,46,43,47,42,42,41,40,42,47,41,0
System-48_8,42,41,40,43,41,46,48,41,43,49,48,48,47,46,49,41,41,40,49,45,47,49,48,42,0
System-48_9,45,48,47,47,42,47,45,48,41,46,44,44,46,45,45,47,46,40,47,40,40,40,43,49,0
System-49_0,48,48,49,46,45,47,42,40,42,46,44,48,42,41,40,45,47,40,40,45,44,41,47,48,0
